filepath,class,label,subset
train\OSCC\OSCC_400x_100.jpg,OSCC,1,train
train\Normal\aug_23_2547.jpg,Normal,0,train
train\Normal\aug_96_8645.jpg,Normal,0,train
train\OSCC\OSCC_100x_113.jpg,OSCC,1,train
train\Normal\aug_218_7069.jpg,Normal,0,train
train\OSCC\aug_186_2706.jpg,OSCC,1,train
train\Normal\aug_95_9733.jpg,Normal,0,train
train\OSCC\aug_264_196.jpg,OSCC,1,train
train\OSCC\OSCC_100x_237.jpg,OSCC,1,train
train\OSCC\aug_638_7815.jpg,OSCC,1,train
train\OSCC\OSCC_400x_339.jpg,OSCC,1,train
train\Normal\aug_206_4504.jpg,Normal,0,train
train\OSCC\OSCC_100x_101.jpg,OSCC,1,train
train\OSCC\OSCC_100x_48.jpg,OSCC,1,train
train\OSCC\aug_516_9468.jpg,OSCC,1,train
train\OSCC\OSCC_400x_356.jpg,OSCC,1,train
train\OSCC\OSCC_100x_401.jpg,OSCC,1,train
train\OSCC\aug_252_3134.jpg,OSCC,1,train
train\OSCC\OSCC_100x_347.jpg,OSCC,1,train
train\OSCC\aug_41_4087.jpg,OSCC,1,train
train\OSCC\OSCC_400x_105.jpg,OSCC,1,train
train\OSCC\aug_235_249.jpg,OSCC,1,train
train\OSCC\aug_186_7955.jpg,OSCC,1,train
train\Normal\aug_392_444.jpg,Normal,0,train
train\OSCC\aug_622_1813.jpg,OSCC,1,train
train\OSCC\aug_540_2942.jpg,OSCC,1,train
train\Normal\aug_293_9193.jpg,Normal,0,train
train\OSCC\OSCC_400x_11.jpg,OSCC,1,train
train\Normal\aug_161_8311.jpg,Normal,0,train
train\Normal\aug_102_813.jpg,Normal,0,train
train\OSCC\OSCC_400x_374.jpg,OSCC,1,train
train\Normal\aug_389_1616.jpg,Normal,0,train
train\Normal\aug_38_82.jpg,Normal,0,train
train\Normal\aug_478_297.jpg,Normal,0,train
train\Normal\aug_15_4618.jpg,Normal,0,train
train\OSCC\aug_615_6597.jpg,OSCC,1,train
train\Normal\aug_210_4213.jpg,Normal,0,train
train\Normal\aug_188_9616.jpg,Normal,0,train
train\Normal\aug_210_7651.jpg,Normal,0,train
train\Normal\aug_150_8507.jpg,Normal,0,train
train\OSCC\aug_414_4675.jpg,OSCC,1,train
train\OSCC\OSCC_100x_154.jpg,OSCC,1,train
train\OSCC\aug_315_843.jpg,OSCC,1,train
train\Normal\aug_176_9776.jpg,Normal,0,train
train\OSCC\aug_394_8169.jpg,OSCC,1,train
train\OSCC\aug_341_9048.jpg,OSCC,1,train
train\OSCC\aug_362_3322.jpg,OSCC,1,train
train\Normal\aug_38_6593.jpg,Normal,0,train
train\Normal\aug_209_7405.jpg,Normal,0,train
train\OSCC\aug_81_683.jpg,OSCC,1,train
train\OSCC\aug_263_5905.jpg,OSCC,1,train
train\OSCC\OSCC_400x_48.jpg,OSCC,1,train
train\Normal\aug_97_6832.jpg,Normal,0,train
train\Normal\aug_66_452.jpg,Normal,0,train
train\Normal\aug_57_2664.jpg,Normal,0,train
train\Normal\aug_137_6517.jpg,Normal,0,train
train\Normal\Normal_400x_114.jpg,Normal,0,train
train\OSCC\aug_114_3113.jpg,OSCC,1,train
train\Normal\aug_138_1340.jpg,Normal,0,train
train\Normal\aug_714_7724.jpg,Normal,0,train
train\OSCC\aug_210_9346.jpg,OSCC,1,train
train\OSCC\aug_561_6034.jpg,OSCC,1,train
train\Normal\aug_98_3652.jpg,Normal,0,train
train\OSCC\aug_175_3269.jpg,OSCC,1,train
train\OSCC\aug_140_2140.jpg,OSCC,1,train
train\Normal\aug_288_8162.jpg,Normal,0,train
train\OSCC\aug_316_5420.jpg,OSCC,1,train
train\OSCC\OSCC_400x_129.jpg,OSCC,1,train
train\OSCC\OSCC_400x_333.jpg,OSCC,1,train
train\Normal\aug_122_2347.jpg,Normal,0,train
train\Normal\aug_243_7156.jpg,Normal,0,train
train\Normal\aug_676_1134.jpg,Normal,0,train
train\Normal\aug_185_9847.jpg,Normal,0,train
train\OSCC\aug_217_9026.jpg,OSCC,1,train
train\OSCC\OSCC_400x_283.jpg,OSCC,1,train
train\Normal\aug_166_4126.jpg,Normal,0,train
train\Normal\aug_163_3063.jpg,Normal,0,train
train\OSCC\aug_172_2167.jpg,OSCC,1,train
train\OSCC\aug_204_6978.jpg,OSCC,1,train
train\OSCC\aug_574_3235.jpg,OSCC,1,train
train\OSCC\OSCC_400x_49.jpg,OSCC,1,train
train\OSCC\aug_167_7343.jpg,OSCC,1,train
train\Normal\aug_142_9645.jpg,Normal,0,train
train\OSCC\OSCC_400x_208.jpg,OSCC,1,train
train\OSCC\aug_137_9004.jpg,OSCC,1,train
train\OSCC\aug_540_6080.jpg,OSCC,1,train
train\Normal\aug_109_2001.jpg,Normal,0,train
train\Normal\aug_48_1213.jpg,Normal,0,train
train\OSCC\aug_71_7303.jpg,OSCC,1,train
train\OSCC\OSCC_400x_272.jpg,OSCC,1,train
train\OSCC\aug_398_1792.jpg,OSCC,1,train
train\Normal\aug_132_51.jpg,Normal,0,train
train\OSCC\aug_359_8436.jpg,OSCC,1,train
train\OSCC\aug_588_1466.jpg,OSCC,1,train
train\Normal\Normal_400x_186.jpg,Normal,0,train
train\Normal\aug_526_4664.jpg,Normal,0,train
train\Normal\aug_138_7072.jpg,Normal,0,train
train\Normal\aug_180_3797.jpg,Normal,0,train
train\Normal\aug_334_2100.jpg,Normal,0,train
train\OSCC\OSCC_400x_145.jpg,OSCC,1,train
train\Normal\aug_120_8263.jpg,Normal,0,train
train\Normal\aug_342_9572.jpg,Normal,0,train
train\OSCC\OSCC_400x_427.jpg,OSCC,1,train
train\OSCC\OSCC_400x_465.jpg,OSCC,1,train
train\OSCC\aug_727_8810.jpg,OSCC,1,train
train\Normal\aug_421_3804.jpg,Normal,0,train
train\OSCC\aug_700_4768.jpg,OSCC,1,train
train\OSCC\aug_110_6190.jpg,OSCC,1,train
train\Normal\aug_61_8473.jpg,Normal,0,train
train\Normal\aug_46_8767.jpg,Normal,0,train
train\Normal\aug_135_6265.jpg,Normal,0,train
train\Normal\aug_761_9746.jpg,Normal,0,train
train\OSCC\aug_362_6909.jpg,OSCC,1,train
train\OSCC\OSCC_100x_14.jpg,OSCC,1,train
train\Normal\aug_92_5476.jpg,Normal,0,train
train\OSCC\aug_19_688.jpg,OSCC,1,train
train\Normal\aug_175_27.jpg,Normal,0,train
train\OSCC\aug_371_7268.jpg,OSCC,1,train
train\OSCC\aug_286_1472.jpg,OSCC,1,train
train\OSCC\aug_596_9848.jpg,OSCC,1,train
train\Normal\aug_105_2436.jpg,Normal,0,train
train\OSCC\aug_271_9373.jpg,OSCC,1,train
train\Normal\aug_194_7977.jpg,Normal,0,train
train\OSCC\OSCC_100x_105.jpg,OSCC,1,train
train\Normal\aug_115_6729.jpg,Normal,0,train
train\OSCC\aug_611_6598.jpg,OSCC,1,train
train\OSCC\aug_626_5374.jpg,OSCC,1,train
train\OSCC\aug_309_6225.jpg,OSCC,1,train
train\OSCC\aug_280_3897.jpg,OSCC,1,train
train\Normal\aug_140_7589.jpg,Normal,0,train
train\OSCC\aug_511_6715.jpg,OSCC,1,train
train\OSCC\aug_3_490.jpg,OSCC,1,train
train\OSCC\aug_184_9463.jpg,OSCC,1,train
train\OSCC\OSCC_400x_224.jpg,OSCC,1,train
train\Normal\aug_146_4813.jpg,Normal,0,train
train\Normal\Normal_100x_36.jpg,Normal,0,train
train\Normal\Normal_100x_45.jpg,Normal,0,train
train\OSCC\OSCC_100x_88.jpg,OSCC,1,train
train\Normal\aug_294_4089.jpg,Normal,0,train
train\Normal\aug_12_7609.jpg,Normal,0,train
train\Normal\aug_511_8605.jpg,Normal,0,train
train\Normal\aug_82_3832.jpg,Normal,0,train
train\Normal\aug_7_4906.jpg,Normal,0,train
train\OSCC\aug_525_1983.jpg,OSCC,1,train
train\OSCC\aug_677_8516.jpg,OSCC,1,train
train\Normal\aug_20_1205.jpg,Normal,0,train
train\OSCC\aug_453_4687.jpg,OSCC,1,train
train\OSCC\OSCC_400x_452.jpg,OSCC,1,train
train\OSCC\aug_599_582.jpg,OSCC,1,train
train\Normal\aug_70_9427.jpg,Normal,0,train
train\OSCC\OSCC_400x_462.jpg,OSCC,1,train
train\Normal\Normal_400x_133.jpg,Normal,0,train
train\Normal\aug_211_9142.jpg,Normal,0,train
train\Normal\aug_160_2291.jpg,Normal,0,train
train\Normal\aug_183_7784.jpg,Normal,0,train
train\Normal\aug_94_5409.jpg,Normal,0,train
train\OSCC\aug_460_7008.jpg,OSCC,1,train
train\OSCC\aug_118_6360.jpg,OSCC,1,train
train\OSCC\OSCC_400x_238.jpg,OSCC,1,train
train\OSCC\OSCC_100x_118.jpg,OSCC,1,train
train\OSCC\aug_55_1220.jpg,OSCC,1,train
train\Normal\aug_144_86.jpg,Normal,0,train
train\Normal\Normal_400x_66.jpg,Normal,0,train
train\OSCC\OSCC_400x_482.jpg,OSCC,1,train
train\OSCC\OSCC_400x_309.jpg,OSCC,1,train
train\OSCC\aug_179_7137.jpg,OSCC,1,train
train\OSCC\OSCC_400x_348.jpg,OSCC,1,train
train\Normal\aug_60_2290.jpg,Normal,0,train
train\Normal\Normal_100x_87.jpg,Normal,0,train
train\OSCC\OSCC_100x_206.jpg,OSCC,1,train
train\OSCC\aug_259_648.jpg,OSCC,1,train
train\Normal\aug_600_4768.jpg,Normal,0,train
train\Normal\aug_32_7263.jpg,Normal,0,train
train\OSCC\OSCC_400x_349.jpg,OSCC,1,train
train\OSCC\aug_315_2193.jpg,OSCC,1,train
train\Normal\aug_33_3268.jpg,Normal,0,train
train\Normal\aug_70_2249.jpg,Normal,0,train
train\OSCC\aug_454_2278.jpg,OSCC,1,train
train\OSCC\aug_47_5748.jpg,OSCC,1,train
train\OSCC\aug_442_7747.jpg,OSCC,1,train
train\Normal\aug_153_2497.jpg,Normal,0,train
train\OSCC\aug_161_7194.jpg,OSCC,1,train
train\OSCC\aug_667_4954.jpg,OSCC,1,train
train\OSCC\aug_530_5428.jpg,OSCC,1,train
train\OSCC\OSCC_400x_241.jpg,OSCC,1,train
train\OSCC\OSCC_100x_126.jpg,OSCC,1,train
train\Normal\aug_174_7966.jpg,Normal,0,train
train\Normal\aug_144_3760.jpg,Normal,0,train
train\Normal\Normal_400x_11.jpg,Normal,0,train
train\OSCC\OSCC_400x_475.jpg,OSCC,1,train
train\OSCC\aug_224_1686.jpg,OSCC,1,train
train\OSCC\OSCC_400x_110.jpg,OSCC,1,train
train\Normal\aug_225_5300.jpg,Normal,0,train
train\OSCC\aug_605_9900.jpg,OSCC,1,train
train\Normal\aug_136_8222.jpg,Normal,0,train
train\OSCC\aug_465_465.jpg,OSCC,1,train
train\OSCC\aug_163_4666.jpg,OSCC,1,train
train\Normal\aug_95_7195.jpg,Normal,0,train
train\OSCC\aug_428_5225.jpg,OSCC,1,train
train\Normal\aug_230_109.jpg,Normal,0,train
train\Normal\aug_212_1022.jpg,Normal,0,train
train\Normal\aug_167_6758.jpg,Normal,0,train
train\OSCC\aug_314_6575.jpg,OSCC,1,train
train\OSCC\aug_316_6155.jpg,OSCC,1,train
train\OSCC\OSCC_100x_170.jpg,OSCC,1,train
train\OSCC\aug_568_4773.jpg,OSCC,1,train
train\OSCC\OSCC_100x_403.jpg,OSCC,1,train
train\OSCC\aug_8_5202.jpg,OSCC,1,train
train\OSCC\aug_148_8973.jpg,OSCC,1,train
train\Normal\aug_197_2651.jpg,Normal,0,train
train\Normal\aug_93_2197.jpg,Normal,0,train
train\Normal\aug_147_6692.jpg,Normal,0,train
train\Normal\aug_12_2786.jpg,Normal,0,train
train\OSCC\OSCC_400x_420.jpg,OSCC,1,train
train\OSCC\OSCC_100x_302.jpg,OSCC,1,train
train\OSCC\OSCC_400x_41.jpg,OSCC,1,train
train\Normal\aug_200_9352.jpg,Normal,0,train
train\OSCC\OSCC_400x_68.jpg,OSCC,1,train
train\Normal\aug_76_5181.jpg,Normal,0,train
train\OSCC\OSCC_400x_230.jpg,OSCC,1,train
train\Normal\aug_353_7679.jpg,Normal,0,train
train\OSCC\OSCC_400x_259.jpg,OSCC,1,train
train\OSCC\aug_595_9284.jpg,OSCC,1,train
train\Normal\aug_202_8262.jpg,Normal,0,train
train\OSCC\aug_395_621.jpg,OSCC,1,train
train\OSCC\aug_613_5359.jpg,OSCC,1,train
train\Normal\aug_399_9362.jpg,Normal,0,train
train\OSCC\aug_104_2563.jpg,OSCC,1,train
train\OSCC\OSCC_100x_8.jpg,OSCC,1,train
train\Normal\Normal_100x_64.jpg,Normal,0,train
train\OSCC\OSCC_400x_273.jpg,OSCC,1,train
train\Normal\aug_193_3876.jpg,Normal,0,train
train\Normal\aug_143_9701.jpg,Normal,0,train
train\Normal\aug_566_3164.jpg,Normal,0,train
train\Normal\aug_10_7299.jpg,Normal,0,train
train\OSCC\OSCC_100x_96.jpg,OSCC,1,train
train\OSCC\OSCC_100x_256.jpg,OSCC,1,train
train\OSCC\OSCC_100x_366.jpg,OSCC,1,train
train\OSCC\OSCC_400x_84.jpg,OSCC,1,train
train\Normal\aug_142_1160.jpg,Normal,0,train
train\Normal\aug_67_5713.jpg,Normal,0,train
train\Normal\aug_78_3386.jpg,Normal,0,train
train\OSCC\aug_567_7797.jpg,OSCC,1,train
train\OSCC\OSCC_400x_458.jpg,OSCC,1,train
train\Normal\aug_161_1001.jpg,Normal,0,train
train\OSCC\aug_386_1931.jpg,OSCC,1,train
train\OSCC\OSCC_100x_346.jpg,OSCC,1,train
train\Normal\aug_7_9176.jpg,Normal,0,train
train\Normal\aug_129_4767.jpg,Normal,0,train
train\Normal\aug_157_3995.jpg,Normal,0,train
train\Normal\aug_15_8222.jpg,Normal,0,train
train\OSCC\aug_142_8692.jpg,OSCC,1,train
train\OSCC\aug_478_4664.jpg,OSCC,1,train
train\OSCC\aug_483_4661.jpg,OSCC,1,train
train\OSCC\OSCC_400x_15.jpg,OSCC,1,train
train\OSCC\OSCC_400x_184.jpg,OSCC,1,train
train\OSCC\OSCC_100x_385.jpg,OSCC,1,train
train\OSCC\OSCC_400x_88.jpg,OSCC,1,train
train\Normal\aug_10_1877.jpg,Normal,0,train
train\Normal\aug_111_8202.jpg,Normal,0,train
train\Normal\aug_54_9388.jpg,Normal,0,train
train\Normal\aug_142_8993.jpg,Normal,0,train
train\Normal\aug_141_8863.jpg,Normal,0,train
train\OSCC\aug_125_6511.jpg,OSCC,1,train
train\Normal\aug_22_9995.jpg,Normal,0,train
train\Normal\aug_267_8026.jpg,Normal,0,train
train\OSCC\aug_86_5396.jpg,OSCC,1,train
train\OSCC\aug_515_7080.jpg,OSCC,1,train
train\Normal\Normal_400x_79.jpg,Normal,0,train
train\OSCC\OSCC_400x_83.jpg,OSCC,1,train
train\OSCC\aug_418_3098.jpg,OSCC,1,train
train\Normal\aug_110_7900.jpg,Normal,0,train
train\OSCC\OSCC_100x_173.jpg,OSCC,1,train
train\Normal\aug_38_4459.jpg,Normal,0,train
train\Normal\aug_191_632.jpg,Normal,0,train
train\OSCC\OSCC_400x_40.jpg,OSCC,1,train
train\Normal\aug_32_5951.jpg,Normal,0,train
train\OSCC\OSCC_400x_274.jpg,OSCC,1,train
train\OSCC\aug_116_1707.jpg,OSCC,1,train
train\OSCC\OSCC_100x_348.jpg,OSCC,1,train
train\Normal\aug_218_2819.jpg,Normal,0,train
train\OSCC\OSCC_400x_377.jpg,OSCC,1,train
train\OSCC\aug_45_8165.jpg,OSCC,1,train
train\Normal\aug_152_8650.jpg,Normal,0,train
train\Normal\aug_410_4875.jpg,Normal,0,train
train\Normal\Normal_400x_146.jpg,Normal,0,train
train\OSCC\OSCC_400x_284.jpg,OSCC,1,train
train\OSCC\aug_432_4739.jpg,OSCC,1,train
train\Normal\aug_165_1346.jpg,Normal,0,train
train\OSCC\OSCC_400x_115.jpg,OSCC,1,train
train\OSCC\aug_329_2027.jpg,OSCC,1,train
train\OSCC\aug_437_8631.jpg,OSCC,1,train
train\Normal\aug_69_5529.jpg,Normal,0,train
train\Normal\aug_84_7382.jpg,Normal,0,train
train\Normal\aug_113_7083.jpg,Normal,0,train
train\Normal\Normal_400x_164.jpg,Normal,0,train
train\Normal\aug_50_3861.jpg,Normal,0,train
train\Normal\aug_213_6978.jpg,Normal,0,train
train\Normal\aug_515_1991.jpg,Normal,0,train
train\OSCC\OSCC_100x_151.jpg,OSCC,1,train
train\Normal\aug_112_172.jpg,Normal,0,train
train\OSCC\aug_281_1700.jpg,OSCC,1,train
train\Normal\aug_863_4037.jpg,Normal,0,train
train\OSCC\aug_308_1171.jpg,OSCC,1,train
train\Normal\aug_110_7227.jpg,Normal,0,train
train\Normal\Normal_400x_121.jpg,Normal,0,train
train\OSCC\aug_608_1593.jpg,OSCC,1,train
train\OSCC\OSCC_100x_382.jpg,OSCC,1,train
train\OSCC\OSCC_400x_367.jpg,OSCC,1,train
train\OSCC\OSCC_400x_268.jpg,OSCC,1,train
train\Normal\aug_433_3684.jpg,Normal,0,train
train\OSCC\aug_406_1167.jpg,OSCC,1,train
train\Normal\aug_73_9836.jpg,Normal,0,train
train\OSCC\aug_393_5242.jpg,OSCC,1,train
train\Normal\Normal_400x_100.jpg,Normal,0,train
train\OSCC\aug_398_7256.jpg,OSCC,1,train
train\OSCC\aug_670_3904.jpg,OSCC,1,train
train\OSCC\OSCC_100x_238.jpg,OSCC,1,train
train\Normal\aug_170_7378.jpg,Normal,0,train
train\Normal\Normal_400x_157.jpg,Normal,0,train
train\OSCC\aug_246_5095.jpg,OSCC,1,train
train\Normal\aug_221_2237.jpg,Normal,0,train
train\Normal\aug_134_5995.jpg,Normal,0,train
train\OSCC\OSCC_100x_390.jpg,OSCC,1,train
train\OSCC\OSCC_100x_5.jpg,OSCC,1,train
train\OSCC\aug_240_3396.jpg,OSCC,1,train
train\Normal\Normal_400x_65.jpg,Normal,0,train
train\OSCC\OSCC_100x_172.jpg,OSCC,1,train
train\OSCC\OSCC_100x_25.jpg,OSCC,1,train
train\OSCC\aug_307_5410.jpg,OSCC,1,train
train\Normal\aug_103_3012.jpg,Normal,0,train
train\Normal\aug_422_4662.jpg,Normal,0,train
train\OSCC\aug_440_3567.jpg,OSCC,1,train
train\Normal\aug_439_2172.jpg,Normal,0,train
train\Normal\aug_75_5907.jpg,Normal,0,train
train\Normal\aug_209_5401.jpg,Normal,0,train
train\Normal\aug_56_7116.jpg,Normal,0,train
train\Normal\aug_182_7020.jpg,Normal,0,train
train\Normal\aug_225_3209.jpg,Normal,0,train
train\OSCC\OSCC_100x_50.jpg,OSCC,1,train
train\Normal\aug_111_5141.jpg,Normal,0,train
train\OSCC\aug_265_4895.jpg,OSCC,1,train
train\Normal\aug_189_9832.jpg,Normal,0,train
train\Normal\aug_169_2242.jpg,Normal,0,train
train\Normal\aug_91_5289.jpg,Normal,0,train
train\Normal\aug_20_3897.jpg,Normal,0,train
train\Normal\aug_96_9621.jpg,Normal,0,train
train\OSCC\aug_638_8429.jpg,OSCC,1,train
train\Normal\aug_157_2741.jpg,Normal,0,train
train\Normal\aug_202_8900.jpg,Normal,0,train
train\Normal\aug_570_3347.jpg,Normal,0,train
train\Normal\aug_10_7498.jpg,Normal,0,train
train\OSCC\aug_79_8140.jpg,OSCC,1,train
train\Normal\aug_79_1568.jpg,Normal,0,train
train\OSCC\aug_12_7630.jpg,OSCC,1,train
train\Normal\aug_212_9333.jpg,Normal,0,train
train\Normal\aug_179_9365.jpg,Normal,0,train
train\OSCC\OSCC_100x_204.jpg,OSCC,1,train
train\Normal\aug_182_5263.jpg,Normal,0,train
train\Normal\aug_153_6514.jpg,Normal,0,train
train\OSCC\OSCC_400x_404.jpg,OSCC,1,train
train\Normal\aug_37_4172.jpg,Normal,0,train
train\OSCC\aug_706_5914.jpg,OSCC,1,train
train\Normal\aug_185_1184.jpg,Normal,0,train
train\OSCC\aug_718_7280.jpg,OSCC,1,train
train\Normal\aug_174_3845.jpg,Normal,0,train
train\OSCC\aug_512_7945.jpg,OSCC,1,train
train\OSCC\aug_183_6098.jpg,OSCC,1,train
train\Normal\aug_132_5164.jpg,Normal,0,train
train\OSCC\aug_65_9625.jpg,OSCC,1,train
train\Normal\aug_73_2399.jpg,Normal,0,train
train\OSCC\aug_499_5687.jpg,OSCC,1,train
train\Normal\aug_220_2668.jpg,Normal,0,train
train\Normal\aug_79_4381.jpg,Normal,0,train
train\Normal\aug_134_620.jpg,Normal,0,train
train\OSCC\OSCC_400x_74.jpg,OSCC,1,train
train\OSCC\aug_460_3260.jpg,OSCC,1,train
train\OSCC\aug_289_6715.jpg,OSCC,1,train
train\OSCC\aug_298_9359.jpg,OSCC,1,train
train\OSCC\aug_283_7598.jpg,OSCC,1,train
train\OSCC\aug_740_9878.jpg,OSCC,1,train
train\Normal\aug_319_7673.jpg,Normal,0,train
train\OSCC\aug_159_639.jpg,OSCC,1,train
train\Normal\aug_107_2894.jpg,Normal,0,train
train\OSCC\aug_332_133.jpg,OSCC,1,train
train\OSCC\OSCC_100x_28.jpg,OSCC,1,train
train\OSCC\aug_199_4547.jpg,OSCC,1,train
train\Normal\aug_72_1377.jpg,Normal,0,train
train\Normal\aug_87_8067.jpg,Normal,0,train
train\OSCC\OSCC_400x_261.jpg,OSCC,1,train
train\OSCC\OSCC_100x_415.jpg,OSCC,1,train
train\OSCC\OSCC_400x_392.jpg,OSCC,1,train
train\OSCC\OSCC_400x_288.jpg,OSCC,1,train
train\OSCC\OSCC_100x_247.jpg,OSCC,1,train
train\OSCC\OSCC_100x_35.jpg,OSCC,1,train
train\Normal\aug_200_1218.jpg,Normal,0,train
train\OSCC\aug_286_5719.jpg,OSCC,1,train
train\Normal\aug_190_9170.jpg,Normal,0,train
train\Normal\aug_156_1931.jpg,Normal,0,train
train\Normal\aug_57_4031.jpg,Normal,0,train
train\Normal\aug_61_2192.jpg,Normal,0,train
train\OSCC\aug_557_3366.jpg,OSCC,1,train
train\Normal\aug_103_5017.jpg,Normal,0,train
train\Normal\aug_29_4871.jpg,Normal,0,train
train\Normal\aug_2_6378.jpg,Normal,0,train
train\Normal\aug_152_3379.jpg,Normal,0,train
train\OSCC\OSCC_400x_295.jpg,OSCC,1,train
train\Normal\Normal_400x_57.jpg,Normal,0,train
train\Normal\aug_137_4544.jpg,Normal,0,train
train\OSCC\aug_691_8102.jpg,OSCC,1,train
train\OSCC\aug_318_4013.jpg,OSCC,1,train
train\OSCC\aug_156_1136.jpg,OSCC,1,train
train\OSCC\aug_744_7565.jpg,OSCC,1,train
train\OSCC\aug_126_2342.jpg,OSCC,1,train
train\Normal\aug_52_8788.jpg,Normal,0,train
train\Normal\aug_90_1750.jpg,Normal,0,train
train\Normal\aug_661_6619.jpg,Normal,0,train
train\OSCC\OSCC_400x_411.jpg,OSCC,1,train
train\Normal\aug_417_3944.jpg,Normal,0,train
train\Normal\aug_148_6108.jpg,Normal,0,train
train\Normal\Normal_100x_79.jpg,Normal,0,train
train\Normal\aug_98_8699.jpg,Normal,0,train
train\Normal\aug_415_111.jpg,Normal,0,train
train\OSCC\aug_367_7488.jpg,OSCC,1,train
train\Normal\aug_297_5231.jpg,Normal,0,train
train\OSCC\aug_157_8586.jpg,OSCC,1,train
train\Normal\aug_843_6519.jpg,Normal,0,train
train\Normal\aug_172_7510.jpg,Normal,0,train
train\OSCC\OSCC_400x_414.jpg,OSCC,1,train
train\OSCC\aug_366_4109.jpg,OSCC,1,train
train\OSCC\aug_156_3036.jpg,OSCC,1,train
train\OSCC\aug_272_5186.jpg,OSCC,1,train
train\Normal\aug_861_1192.jpg,Normal,0,train
train\Normal\Normal_400x_54.jpg,Normal,0,train
train\Normal\aug_20_3681.jpg,Normal,0,train
train\Normal\aug_198_9099.jpg,Normal,0,train
train\Normal\aug_159_7471.jpg,Normal,0,train
train\Normal\aug_380_8839.jpg,Normal,0,train
train\OSCC\aug_379_8635.jpg,OSCC,1,train
train\OSCC\OSCC_400x_7.jpg,OSCC,1,train
train\OSCC\aug_505_581.jpg,OSCC,1,train
train\OSCC\aug_258_2025.jpg,OSCC,1,train
train\OSCC\aug_24_8466.jpg,OSCC,1,train
train\OSCC\OSCC_400x_258.jpg,OSCC,1,train
train\Normal\aug_68_9489.jpg,Normal,0,train
train\Normal\aug_81_2455.jpg,Normal,0,train
train\Normal\aug_109_3291.jpg,Normal,0,train
train\OSCC\OSCC_100x_163.jpg,OSCC,1,train
train\OSCC\aug_629_6681.jpg,OSCC,1,train
train\OSCC\OSCC_400x_304.jpg,OSCC,1,train
train\Normal\aug_207_2625.jpg,Normal,0,train
train\Normal\aug_220_1818.jpg,Normal,0,train
train\OSCC\OSCC_100x_236.jpg,OSCC,1,train
train\OSCC\OSCC_100x_122.jpg,OSCC,1,train
train\Normal\aug_151_7029.jpg,Normal,0,train
train\OSCC\OSCC_400x_135.jpg,OSCC,1,train
train\OSCC\OSCC_400x_155.jpg,OSCC,1,train
train\Normal\aug_43_6197.jpg,Normal,0,train
train\OSCC\OSCC_400x_254.jpg,OSCC,1,train
train\OSCC\aug_484_7538.jpg,OSCC,1,train
train\OSCC\aug_102_6938.jpg,OSCC,1,train
train\OSCC\OSCC_400x_466.jpg,OSCC,1,train
train\Normal\aug_339_9757.jpg,Normal,0,train
train\OSCC\aug_187_9486.jpg,OSCC,1,train
train\OSCC\aug_604_1590.jpg,OSCC,1,train
train\Normal\aug_127_7879.jpg,Normal,0,train
train\Normal\Normal_100x_40.jpg,Normal,0,train
train\Normal\aug_73_8833.jpg,Normal,0,train
train\OSCC\OSCC_400x_331.jpg,OSCC,1,train
train\OSCC\aug_736_5034.jpg,OSCC,1,train
train\OSCC\aug_158_107.jpg,OSCC,1,train
train\OSCC\aug_711_7667.jpg,OSCC,1,train
train\Normal\aug_133_5499.jpg,Normal,0,train
train\Normal\aug_31_192.jpg,Normal,0,train
train\Normal\aug_751_4568.jpg,Normal,0,train
train\Normal\aug_184_2754.jpg,Normal,0,train
train\Normal\aug_32_6953.jpg,Normal,0,train
train\OSCC\aug_601_773.jpg,OSCC,1,train
train\Normal\aug_381_533.jpg,Normal,0,train
train\Normal\aug_722_8736.jpg,Normal,0,train
train\OSCC\aug_31_5571.jpg,OSCC,1,train
train\OSCC\OSCC_100x_261.jpg,OSCC,1,train
train\OSCC\OSCC_100x_158.jpg,OSCC,1,train
train\Normal\aug_165_709.jpg,Normal,0,train
train\OSCC\aug_348_4198.jpg,OSCC,1,train
train\OSCC\aug_35_6581.jpg,OSCC,1,train
train\OSCC\OSCC_400x_469.jpg,OSCC,1,train
train\Normal\aug_116_6621.jpg,Normal,0,train
train\OSCC\aug_189_1317.jpg,OSCC,1,train
train\OSCC\aug_506_9684.jpg,OSCC,1,train
train\Normal\aug_187_2473.jpg,Normal,0,train
train\Normal\Normal_400x_4.jpg,Normal,0,train
train\Normal\aug_133_7942.jpg,Normal,0,train
train\OSCC\aug_382_876.jpg,OSCC,1,train
train\Normal\aug_126_1845.jpg,Normal,0,train
train\Normal\aug_194_5994.jpg,Normal,0,train
train\Normal\aug_60_7283.jpg,Normal,0,train
train\Normal\aug_858_9618.jpg,Normal,0,train
train\Normal\aug_90_5021.jpg,Normal,0,train
train\OSCC\OSCC_100x_63.jpg,OSCC,1,train
train\Normal\aug_238_773.jpg,Normal,0,train
train\Normal\aug_210_3876.jpg,Normal,0,train
train\Normal\aug_122_9578.jpg,Normal,0,train
train\Normal\aug_340_7125.jpg,Normal,0,train
train\OSCC\OSCC_400x_341.jpg,OSCC,1,train
train\Normal\aug_155_6754.jpg,Normal,0,train
train\Normal\aug_93_2913.jpg,Normal,0,train
train\Normal\aug_140_5427.jpg,Normal,0,train
train\OSCC\OSCC_400x_338.jpg,OSCC,1,train
